file_name,feature_x,feature_y,is_gan
22124.png,125,88,No
22124.png,75,87,No
22125.png,74,90,No
22125.png,129,87,No
22126.png,76,87,No
22126.png,126,87,No
22127.png,102,188,No
22127.png,126,90,No
22127.png,117,137,No
22128.png,76,89,No
22128.png,125,89,No
22128.png,93,143,No
22130.png,122,87,No
22130.png,20,12,No
22130.png,97,142,No
22131.png,127,89,No
22131.png,76,91,No
22132.png,79,90,No
22132.png,122,91,No
22133.png,75,89,No
22133.png,126,89,No
22134.png,73,89,No
22134.png,126,91,No
22135.png,127,78,No
22135.png,83,78,No
22136.png,127,86,No
22136.png,79,89,No
22137.png,127,90,No
22137.png,78,87,No
22139.png,128,89,No
22139.png,76,92,No
22139.png,122,80,No
22140.png,125,90,No
22140.png,110,120,No
22141.png,76,90,No
22141.png,127,89,No
22141.png,113,136,No
22142.png,127,90,No
22142.png,73,89,No
22143.png,126,89,No
22143.png,73,88,No
22144.png,130,88,No
22144.png,75,89,No
22145.png,126,89,No
22145.png,75,90,No
22146.png,106,147,No
22146.png,74,89,No
22146.png,126,89,No
22147.png,126,89,No
22148.png,82,91,No
22148.png,126,90,No
22148.png,82,139,No
22148.png,70,82,No
22149.png,77,88,No
22149.png,127,89,No
22150.png,126,88,No
22150.png,126,83,No
22151.png,128,87,No
22151.png,76,88,No
22151.png,96,139,No
22152.png,121,149,No
22152.png,127,88,No
22152.png,77,87,No
22153.png,124,90,No
22153.png,79,91,No
22154.png,125,91,No
22154.png,75,88,No
22154.png,102,154,No
22155.png,127,86,No
22155.png,76,92,No
22156.png,80,90,No
22156.png,129,89,No
22156.png,82,143,No
22156.png,115,83,No
22157.png,127,90,No
22157.png,77,90,No
22158.png,127,89,No
22159.png,127,87,No
22159.png,78,90,No
22159.png,117,146,No
22159.png,115,71,No
22159.png,132,69,No
22160.png,77,89,No
22160.png,127,87,No
22161.png,76,91,No
22161.png,126,90,No
22162.png,85,91,No
22162.png,129,88,No
22162.png,96,142,No
22163.png,77,89,No
22163.png,128,89,No
22163.png,101,149,No
22164.png,75,95,No
22165.png,105,125,No
22165.png,126,90,No
22165.png,79,89,No
22165.png,65,90,No
22166.png,82,89,No
22166.png,124,88,No
22166.png,101,144,No
22167.png,127,90,No
22167.png,74,91,No
22168.png,127,89,No
22168.png,66,91,No
22168.png,75,91,No
22168.png,80,140,No
22169.png,130,88,No
22169.png,76,85,No
22169.png,112,82,No
22170.png,127,90,No
22170.png,76,91,No
22171.png,128,90,No
22172.png,93,124,No
22172.png,118,86,No
22172.png,103,65,No
22172.png,97,146,No
22173.png,76,90,No
22173.png,127,92,No
22174.png,83,92,No
22174.png,105,147,No
22175.png,77,89,No
22175.png,128,86,No
22175.png,65,17,No
22176.png,127,89,No
22176.png,83,138,No
22176.png,76,91,No
22177.png,128,92,No
22178.png,127,89,No
22178.png,76,89,No
22178.png,79,136,No
22178.png,111,136,No
22179.png,126,89,No
22179.png,75,89,No
22180.png,79,140,No
22180.png,127,89,No
22180.png,77,90,No
22180.png,71,82,No
22181.png,127,90,No
22181.png,123,145,No
22182.png,78,92,No
22182.png,126,89,No
22182.png,89,86,No
22182.png,117,85,No
22183.png,75,89,No
22183.png,127,88,No
22183.png,103,136,No
22184.png,119,88,No
22185.png,78,89,No
22185.png,84,145,No
22185.png,125,90,No
22185.png,120,147,No
22186.png,79,89,No
22186.png,124,88,No
22186.png,102,138,No
22186.png,81,88,No
22187.png,109,119,No
22187.png,78,83,No
22188.png,127,88,No
22188.png,76,89,No
22189.png,77,88,No
22189.png,127,86,No
22189.png,83,140,No
22189.png,112,143,No
22190.png,128,96,No
22191.png,125,85,No
22191.png,78,89,No
22191.png,99,139,No
22192.png,124,89,No
22192.png,92,76,No
22193.png,77,88,No
22193.png,125,87,No
22193.png,86,148,No
22195.png,74,87,No
22195.png,124,88,No
22195.png,95,144,No
22195.png,100,143,No
22197.png,83,141,No
22197.png,126,89,No
22197.png,78,87,No
22197.png,118,140,No
22197.png,105,117,No
22198.png,120,89,No
22198.png,101,143,No
22199.png,126,89,No
22199.png,76,86,No
22199.png,88,147,No
22200.png,126,89,No
22200.png,178,78,No
22200.png,78,86,No
22200.png,88,146,No
22200.png,84,67,No
22201.png,125,88,No
22201.png,77,89,No
22201.png,97,151,No
22201.png,104,171,No
22202.png,76,89,No
22202.png,127,89,No
22203.png,77,87,No
22203.png,127,87,No
22203.png,100,15,No
22204.png,125,90,No
22204.png,74,88,No
22205.png,76,88,No
22205.png,128,87,No
22205.png,109,141,No
22206.png,77,92,No
22206.png,103,122,No
22206.png,122,89,No
22207.png,77,88,No
22207.png,126,87,No
22207.png,99,151,No
22208.png,127,90,No
22208.png,75,89,No
22209.png,74,87,No
22209.png,123,89,No
22209.png,98,141,No
22210.png,125,89,No
22211.png,125,87,No
22211.png,75,91,No
22211.png,117,74,No
22211.png,103,139,No
22212.png,81,93,No
22213.png,126,89,No
22213.png,73,87,No
22213.png,80,148,No
22213.png,84,146,No
22214.png,124,89,No
22214.png,78,86,No
22215.png,93,124,No
22215.png,126,87,No
22215.png,76,89,No
22215.png,72,13,No
22215.png,93,138,No
22216.png,125,90,No
22216.png,84,84,No
22217.png,127,89,No
22217.png,75,90,No
22217.png,85,138,No
22218.png,126,90,No
22218.png,74,91,No
22219.png,92,177,No
22219.png,85,78,No
22220.png,98,121,No
22220.png,77,94,No
22220.png,79,88,No
22221.png,128,90,No
22221.png,75,89,No
22223.png,75,88,No
22223.png,128,90,No
22224.png,75,87,No
22224.png,127,89,No
22224.png,95,149,No
22225.png,78,88,No
22225.png,124,88,No
22226.png,76,89,No
22226.png,127,89,No
22226.png,74,78,No
22227.png,127,89,No
22227.png,75,90,No
22227.png,81,132,No
22227.png,115,132,No
22228.png,126,91,No
22228.png,118,80,No
22230.png,76,91,No
22230.png,127,89,No
22230.png,119,141,No
22231.png,125,90,No
22231.png,74,85,No
22232.png,125,89,No
22232.png,78,90,No
22232.png,81,74,No
22233.png,125,89,No
22233.png,108,142,No
22234.png,99,120,No
22234.png,106,149,No
22234.png,106,140,No
22235.png,125,90,No
22235.png,106,131,No
22235.png,74,85,No
22235.png,79,67,No
22236.png,126,91,No
22236.png,73,90,No
22237.png,128,90,No
22237.png,84,135,No
22237.png,76,89,No
22238.png,75,88,No
22238.png,123,88,No
22239.png,126,89,No
22239.png,76,89,No
22240.png,128,89,No
22240.png,37,22,No
22240.png,78,88,No
22241.png,125,88,No
22241.png,76,88,No
22242.png,81,89,No
22242.png,95,125,No
22242.png,121,86,No
22242.png,99,143,No
22243.png,126,86,No
22244.png,126,89,No
22244.png,74,88,No
22244.png,79,70,No
22245.png,77,91,No
22245.png,126,88,No
22245.png,116,138,No
22246.png,129,88,No
22246.png,77,88,No
22248.png,127,89,No
22248.png,82,89,No
22248.png,102,139,No
22249.png,127,90,No
22249.png,74,91,No
22250.png,126,87,No
22250.png,100,133,No
22250.png,77,90,No
22251.png,76,88,No
22251.png,127,87,No
22252.png,87,148,No
22252.png,100,127,No
22252.png,76,87,No
22253.png,127,89,No
22253.png,76,90,No
22254.png,128,88,No
22254.png,75,89,No
22254.png,87,148,No
22255.png,74,90,No
22255.png,126,85,No
22255.png,110,81,No
22257.png,75,89,No
22257.png,126,90,No
22258.png,79,90,No
22258.png,123,90,No
22258.png,125,84,No
22259.png,101,124,No
22260.png,126,89,No
22260.png,73,89,No
22261.png,84,89,No
22261.png,129,88,No
22261.png,77,69,No
22262.png,124,88,No
22262.png,117,145,No
22263.png,127,84,No
22264.png,127,88,No
22264.png,79,143,No
22264.png,75,90,No
22265.png,78,139,No
22265.png,127,89,No
22265.png,75,89,No
22266.png,81,148,No
22266.png,74,86,No
22267.png,124,86,No
22268.png,127,87,No
22268.png,77,89,No
22270.png,77,91,No
22270.png,127,89,No
22270.png,111,135,No
22271.png,128,89,No
22271.png,74,88,No
22271.png,112,142,No
22272.png,78,87,No
22272.png,127,89,No
22273.png,126,91,No
22273.png,77,88,No
22274.png,128,89,No
22274.png,76,89,No
22274.png,102,137,No
22275.png,126,89,No
22275.png,78,90,No
22275.png,113,79,No
22275.png,110,139,No
22276.png,125,90,No
22276.png,120,138,No
22276.png,84,139,No
22276.png,78,90,No
22276.png,99,78,No
22278.png,76,88,No
22278.png,127,89,No
22279.png,126,89,No
22279.png,73,89,No
22279.png,84,137,No
22280.png,127,90,No
22280.png,77,89,No
22280.png,114,83,No
22282.png,80,140,No
22283.png,123,87,No
22283.png,75,89,No
22283.png,111,137,No
22283.png,126,66,No
22284.png,127,89,No
22285.png,127,90,No
22285.png,77,90,No
22285.png,110,138,No
22285.png,116,80,No
22287.png,75,88,No
22287.png,126,89,No
22288.png,128,90,No
22288.png,76,93,No
22289.png,125,85,No
22289.png,98,139,No
22290.png,127,89,No
22290.png,76,88,No
22291.png,127,89,No
22291.png,76,89,No
22291.png,83,139,No
22292.png,129,87,No
22292.png,73,90,No
22293.png,126,88,No
22293.png,78,91,No
22293.png,117,75,No
22294.png,126,88,No
22295.png,97,111,No
22295.png,126,90,No
22295.png,74,88,No
22295.png,103,132,No
22296.png,139,169,No
22296.png,95,125,No
22296.png,126,89,No
22296.png,174,138,No
22296.png,74,89,No
22296.png,95,152,No
22297.png,126,91,No
22297.png,77,90,No
22298.png,92,125,No
22298.png,126,89,No
22298.png,77,89,No
22298.png,67,75,No
22299.png,126,88,No
22299.png,78,90,No
22299.png,102,136,No
22300.png,79,87,No
22301.png,126,89,No
22301.png,77,88,No
22302.png,127,91,No
22302.png,79,137,No
22303.png,94,122,No
22303.png,79,89,No
22303.png,123,84,No
22303.png,98,141,No
22304.png,78,87,No
22304.png,127,87,No
22304.png,94,141,No
22305.png,127,88,No
22305.png,78,90,No
22306.png,126,89,No
22306.png,79,90,No
22306.png,86,81,No
22307.png,128,88,No
22307.png,74,90,No
22308.png,79,89,No
22308.png,129,87,No
22309.png,74,89,No
22309.png,127,89,No
22309.png,105,24,No
22310.png,116,88,No
22310.png,102,144,No
22311.png,125,87,No
22311.png,74,88,No
22312.png,77,90,No
22312.png,127,89,No
22312.png,84,136,No
22312.png,133,73,No
22313.png,76,88,No
22313.png,128,88,No
22314.png,77,89,No
22314.png,127,89,No
22315.png,125,89,No
22315.png,92,138,No
22315.png,112,138,No
22316.png,83,90,No
22316.png,123,89,No
22316.png,102,141,No
22317.png,79,88,No
22317.png,129,87,No
22317.png,81,145,No
22318.png,77,89,No
22318.png,126,88,No
22318.png,83,139,No
22318.png,113,137,No
22318.png,76,26,No
22319.png,127,89,No
22319.png,74,90,No
22320.png,127,89,No
22320.png,75,87,No
22320.png,101,147,No
22321.png,78,89,No
22321.png,127,89,No
22323.png,78,89,No
22323.png,126,88,No
22324.png,126,91,No
22325.png,85,123,No
22325.png,75,90,No
22325.png,128,89,No
22326.png,75,88,No
22326.png,87,127,No
22326.png,129,87,No
22326.png,74,74,No
22326.png,80,143,No
22327.png,117,91,No
22327.png,115,149,No
22328.png,127,88,No
22328.png,77,89,No
22329.png,75,90,No
22329.png,127,88,No
22330.png,124,89,No
22330.png,73,85,No
22331.png,128,89,No
22331.png,77,88,No
22332.png,98,121,No
22332.png,97,141,No
22332.png,125,89,No
22332.png,74,85,No
22333.png,76,90,No
22333.png,125,89,No
22334.png,127,88,No
22334.png,77,85,No
22335.png,126,90,No
22335.png,74,88,No
22336.png,104,124,No
22336.png,94,148,No
22337.png,123,82,No
22338.png,127,87,No
22338.png,76,89,No
22339.png,116,91,No
22339.png,81,88,No
22339.png,86,69,No
22340.png,123,89,No
22340.png,83,89,No
22340.png,79,66,No
22340.png,112,83,No
22341.png,81,138,No
22342.png,78,90,No
22342.png,127,88,No
22343.png,76,89,No
22343.png,125,89,No
22344.png,126,88,No
22344.png,81,142,No
22344.png,74,88,No
22345.png,128,89,No
22345.png,76,90,No
22346.png,75,88,No
22346.png,127,90,No
22346.png,75,25,No
22347.png,126,88,No
22347.png,76,89,No
22348.png,77,88,No
22348.png,127,90,No
22348.png,67,83,No
22349.png,129,86,No
22349.png,98,142,No
22350.png,188,102,No
22350.png,75,90,No
22351.png,127,90,No
22351.png,72,83,No
22351.png,82,82,No
22352.png,129,89,No
22352.png,120,78,No
22354.png,125,90,No
22354.png,75,89,No
22355.png,122,87,No
22356.png,126,89,No
22356.png,78,88,No
22357.png,126,89,No
22357.png,75,88,No
22357.png,110,139,No
22357.png,105,115,No
22358.png,87,91,No
22358.png,95,80,No
22358.png,94,146,No
22359.png,125,81,No
22360.png,85,90,No
22360.png,95,82,No
22361.png,125,91,No
22361.png,77,88,No
22361.png,106,175,No
22361.png,131,169,No
22362.png,77,89,No
22362.png,128,89,No
22363.png,125,88,No
22363.png,121,136,No
22363.png,81,136,No
22363.png,77,90,No
22364.png,130,88,No
22365.png,110,144,No
22365.png,123,89,No
22365.png,73,87,No
22366.png,79,92,No
22366.png,88,149,No
22367.png,80,86,No
22367.png,122,91,No
22368.png,81,89,No
22368.png,121,89,No
22369.png,126,88,No
22369.png,82,90,No
22370.png,188,33,No
22370.png,124,90,No
22370.png,73,88,No
22370.png,83,142,No
22371.png,77,90,No
22371.png,129,87,No
22371.png,123,145,No
22371.png,72,88,No
22372.png,127,88,No
22372.png,105,136,No
22372.png,85,137,No
22373.png,131,89,No
22373.png,78,91,No
22373.png,81,88,No
22374.png,79,85,No
22374.png,83,143,No
22374.png,126,82,No
22374.png,103,28,No
22375.png,125,92,No
22375.png,76,90,No
22376.png,125,88,No
22376.png,77,87,No
22376.png,101,153,No
22376.png,83,70,No
22377.png,127,88,No
22377.png,77,90,No
22377.png,102,122,No
22377.png,84,139,No
22378.png,129,88,No
22378.png,78,90,No
22378.png,115,75,No
22379.png,131,90,No
22379.png,121,89,No
22379.png,78,82,No
22380.png,128,89,No
22380.png,78,90,No
22380.png,102,138,No
22381.png,78,90,No
22381.png,126,90,No
22382.png,126,90,No
22382.png,74,89,No
22383.png,125,91,No
22383.png,76,90,No
22384.png,114,87,No
22384.png,98,140,No
22384.png,119,69,No
22385.png,128,88,No
22385.png,75,89,No
22385.png,98,147,No
22386.png,127,89,No
22386.png,78,89,No
22386.png,77,138,No
22387.png,76,85,No
22387.png,82,76,No
22388.png,78,92,No
22388.png,126,91,No
22388.png,84,137,No
22389.png,77,147,No
22390.png,84,88,No
22391.png,101,125,No
22391.png,126,87,No
22391.png,95,153,No
22392.png,129,87,No
22392.png,65,89,No
22392.png,77,87,No
22393.png,127,89,No
22393.png,75,89,No
22393.png,81,144,No
22394.png,130,90,No
22394.png,75,88,No
22394.png,86,143,No
22395.png,76,88,No
22395.png,125,88,No
22395.png,100,135,No
22396.png,124,90,No
22396.png,77,95,No
22397.png,123,89,No
22397.png,76,88,No
22397.png,103,140,No
22398.png,76,90,No
22398.png,127,90,No
22398.png,117,82,No
22399.png,127,86,No
22399.png,77,90,No
22399.png,65,83,No
22400.png,72,90,No
22400.png,126,90,No
22402.png,119,87,No
22402.png,128,72,No
22403.png,127,90,No
22403.png,90,127,No
22403.png,76,91,No
22404.png,104,119,No
22404.png,75,88,No
22404.png,126,89,No
22405.png,97,149,No
22406.png,127,89,No
22406.png,80,91,No
22406.png,82,142,No
22406.png,89,141,No
22407.png,126,88,No
22407.png,78,92,No
22407.png,104,122,No
22407.png,83,141,No
22408.png,127,87,No
22408.png,78,89,No
22408.png,90,137,No
22409.png,76,89,No
22409.png,127,89,No
22409.png,67,89,No
22410.png,75,90,No
22410.png,128,90,No
22411.png,124,87,No
22411.png,110,141,No
22411.png,71,84,No
22412.png,86,88,No
22413.png,102,115,No
22413.png,75,93,No
22413.png,129,86,No
22413.png,74,89,No
22414.png,127,90,No
22414.png,119,136,No
22414.png,73,91,No
22414.png,85,138,No
22415.png,126,89,No
22415.png,78,89,No
22416.png,100,117,No
22416.png,78,87,No
22416.png,105,151,No
22416.png,126,88,No
22419.png,129,90,No
22419.png,74,89,No
22419.png,100,162,No
22420.png,136,90,No
22420.png,76,89,No
22420.png,127,89,No
22421.png,97,128,No
22421.png,118,86,No
22421.png,31,116,No
22422.png,130,87,No
22422.png,82,138,No
22422.png,75,87,No
22422.png,113,139,No
22423.png,128,89,No
22423.png,72,89,No
22424.png,127,87,No
22424.png,77,87,No
22424.png,103,151,No
22424.png,108,142,No
22425.png,125,71,No
22425.png,126,88,No
22425.png,75,91,No
22425.png,105,138,No
22426.png,126,87,No
22426.png,71,86,No
22426.png,85,144,No
22427.png,95,129,No
22427.png,75,89,No
22427.png,127,88,No
22428.png,127,90,No
22428.png,72,92,No
22429.png,128,91,No
22429.png,114,138,No
22429.png,75,92,No
22430.png,127,88,No
22430.png,75,89,No
22431.png,76,88,No
22431.png,93,140,No
22432.png,128,91,No
22432.png,81,138,No
22432.png,76,82,No
22433.png,78,143,No
22433.png,125,88,No
22433.png,71,87,No
22434.png,100,144,No
22434.png,75,89,No
22434.png,100,118,No
22434.png,126,88,No
22434.png,102,134,No
22435.png,76,90,No
22435.png,111,134,No
22435.png,125,88,No
22437.png,127,90,No
22437.png,75,91,No
22437.png,81,135,No
22438.png,82,88,No
22439.png,77,86,No
22439.png,126,88,No
22440.png,129,88,No
22440.png,77,89,No
22440.png,116,76,No
22440.png,100,156,No
22441.png,126,87,No
22442.png,127,88,No
22442.png,75,87,No
22443.png,74,86,No
22443.png,126,89,No
22444.png,77,90,No
22444.png,126,87,No
22444.png,96,16,No
22444.png,110,140,No
22445.png,128,89,No
22445.png,75,90,No
22446.png,77,89,No
22446.png,127,90,No
22447.png,128,88,No
22447.png,76,88,No
22448.png,115,143,No
22448.png,127,88,No
22448.png,89,73,No
22449.png,76,89,No
22449.png,128,91,No
22450.png,76,91,No
22450.png,113,145,No
22451.png,126,90,No
22451.png,78,91,No
22452.png,77,88,No
22452.png,127,87,No
22453.png,128,89,No
22453.png,106,15,No
22454.png,127,87,No
22454.png,76,89,No
22455.png,127,89,No
22455.png,76,89,No
22456.png,75,89,No
22456.png,128,89,No
22456.png,111,117,No
22456.png,77,136,No
22457.png,122,90,No
22457.png,79,86,No
22457.png,104,139,No
22457.png,97,85,No
22459.png,77,91,No
22459.png,127,85,No
22460.png,86,141,No
22460.png,74,90,No
22460.png,128,89,No
22460.png,116,139,No
22461.png,129,88,No
22461.png,78,90,No
22463.png,77,91,No
22463.png,126,88,No
22464.png,126,87,No
22464.png,97,138,No
22465.png,124,89,No
22465.png,73,86,No
22465.png,100,161,No
22466.png,76,87,No
22466.png,128,87,No
22466.png,94,142,No
22467.png,67,28,No
22467.png,108,40,No
22467.png,87,137,No
22467.png,127,93,No
22468.png,127,89,No
22468.png,74,89,No
22468.png,18,108,No
22469.png,125,89,No
22469.png,76,90,No
22469.png,113,142,No
22470.png,126,90,No
22470.png,78,89,No
22471.png,78,89,No
22471.png,127,89,No
22471.png,80,141,No
22471.png,97,29,No
22472.png,125,90,No
22472.png,77,90,No
22472.png,80,141,No
22473.png,125,87,No
22473.png,75,88,No
22474.png,76,86,No
22474.png,127,87,No
22475.png,76,89,No
22475.png,125,89,No
22476.png,76,88,No
22476.png,126,88,No
22477.png,125,89,No
22477.png,77,88,No
22478.png,75,89,No
22478.png,127,87,No
22478.png,96,148,No
22479.png,127,89,No
22479.png,75,90,No
22480.png,122,86,No
22481.png,125,88,No
22481.png,75,87,No
22482.png,75,90,No
22482.png,126,91,No
22482.png,82,138,No
22482.png,72,83,No
22483.png,126,89,No
22483.png,76,89,No
22484.png,76,89,No
22484.png,128,88,No
22484.png,112,138,No
22484.png,88,137,No
22485.png,81,144,No
22485.png,70,89,No
22485.png,129,88,No
22486.png,76,91,No
22486.png,128,90,No
22487.png,125,89,No
22487.png,76,90,No
22489.png,125,88,No
22489.png,78,88,No
22489.png,109,142,No
22490.png,69,70,No
22491.png,127,89,No
22491.png,83,73,No
22492.png,123,90,No
22492.png,92,122,No
22492.png,77,90,No
22493.png,124,88,No
22493.png,77,90,No
22493.png,88,22,No
22493.png,108,137,No
22494.png,126,88,No
22494.png,111,142,No
22495.png,124,90,No
22495.png,72,86,No
22496.png,127,90,No
22496.png,75,90,No
22497.png,124,89,No
22497.png,76,86,No
22498.png,127,89,No
22498.png,65,93,No
22499.png,122,89,No
22500.png,88,143,No
22500.png,74,90,No
22500.png,125,88,No
22501.png,77,88,No
22501.png,126,87,No
22501.png,115,137,No
22501.png,82,138,No
22502.png,74,89,No
22502.png,126,88,No
22502.png,80,138,No
22503.png,126,87,No
22503.png,76,87,No
22503.png,104,140,No
22504.png,102,124,No
22504.png,125,86,No
22504.png,74,89,No
22505.png,126,89,No
22505.png,80,90,No
22505.png,87,144,No
22505.png,87,77,No
22506.png,127,89,No
22506.png,75,88,No
22506.png,81,142,No
22507.png,76,90,No
22507.png,127,89,No
22508.png,126,90,No
22508.png,75,89,No
22509.png,128,90,No
22509.png,74,90,No
22509.png,169,142,No
22510.png,76,90,No
22510.png,127,91,No
22510.png,82,136,No
22511.png,95,154,No
22511.png,120,88,No
22511.png,80,89,No
22511.png,101,140,No
22512.png,75,88,No
22512.png,126,88,No
22513.png,78,89,No
22513.png,128,89,No
22513.png,113,133,No
22513.png,91,136,No
22514.png,128,89,No
22514.png,80,89,No
22514.png,114,80,No
22514.png,79,71,No
22515.png,127,90,No
22515.png,79,91,No
22515.png,116,137,No
22515.png,83,137,No
22515.png,83,73,No
22516.png,77,89,No
22516.png,125,90,No
22517.png,123,92,No
22517.png,75,86,No
22518.png,81,90,No
22518.png,125,91,No
22518.png,79,138,No
22519.png,126,88,No
22519.png,76,89,No
22520.png,126,89,No
22520.png,76,89,No
22521.png,128,91,No
22521.png,75,89,No
22521.png,85,136,No
22521.png,117,137,No
22521.png,42,21,No
22522.png,78,91,No
22522.png,126,89,No
22522.png,78,139,No
22523.png,127,89,No
22523.png,77,89,No
22523.png,87,135,No
22524.png,125,90,No
22524.png,95,128,No
22524.png,77,88,No
22525.png,128,89,No
22525.png,76,92,No
22525.png,73,138,No
22525.png,83,138,No
22526.png,125,87,No
22526.png,78,90,No
22526.png,101,134,No
22526.png,99,147,No
22527.png,125,89,No
22527.png,76,90,No
22529.png,75,90,No
22529.png,126,88,No
22529.png,100,120,No
22529.png,113,138,No
22529.png,80,137,No
22530.png,127,89,No
22530.png,112,120,No
22530.png,77,90,No
22530.png,97,116,No
22530.png,90,138,No
22531.png,127,90,No
22531.png,74,89,No
22531.png,78,74,No
22532.png,97,25,No
22532.png,128,88,No
22532.png,81,87,No
22532.png,74,83,No
22533.png,126,89,No
22533.png,119,79,No
22534.png,123,86,No
22534.png,77,88,No
22534.png,104,143,No
22535.png,127,90,No
22535.png,96,134,No
22535.png,77,87,No
22536.png,123,90,No
22536.png,117,77,No
22537.png,79,140,No
22538.png,125,89,No
22538.png,88,91,No
22539.png,125,89,No
22540.png,99,131,No
22540.png,125,86,No
22541.png,124,92,No
22541.png,78,87,No
22542.png,76,89,No
22542.png,127,88,No
22542.png,110,135,No
22542.png,96,137,No
22543.png,128,89,No
22543.png,74,90,No
22543.png,108,136,No
22543.png,87,136,No
22544.png,130,91,No
22544.png,74,91,No
22544.png,87,151,No
22545.png,76,89,No
22545.png,128,91,No
22546.png,127,90,No
22546.png,76,89,No
22546.png,125,41,No
22546.png,101,136,No
22547.png,79,92,No
22547.png,121,84,No
22547.png,91,156,No
22547.png,123,73,No
22548.png,127,88,No
22548.png,89,121,No
22549.png,123,140,No
22549.png,126,90,No
22549.png,94,118,No
22549.png,124,73,No
22549.png,76,88,No
22550.png,129,93,No
22550.png,79,90,No
22551.png,124,89,No
22551.png,85,91,No
22551.png,96,130,No
22551.png,124,82,No
22551.png,77,81,No
22551.png,92,146,No
22552.png,84,90,No
22552.png,125,91,No
22552.png,109,136,No
22553.png,127,92,No
22553.png,73,87,No
22554.png,125,88,No
22554.png,76,88,No
22555.png,127,90,No
22555.png,74,89,No
22556.png,77,89,No
22556.png,127,89,No
22557.png,126,89,No
22557.png,79,89,No
22557.png,175,61,No
22557.png,102,142,No
22558.png,80,77,No
22559.png,81,139,No
22559.png,100,135,No
22559.png,68,84,No
22560.png,79,90,No
22560.png,124,90,No
22560.png,122,79,No
22560.png,83,150,No
22561.png,76,88,No
22561.png,126,87,No
22561.png,106,137,No
22561.png,84,75,No
22562.png,128,90,No
22562.png,79,84,No
22562.png,76,138,No
22563.png,127,89,No
22563.png,97,125,No
22563.png,75,89,No
22564.png,78,89,No
22564.png,127,90,No
22564.png,82,139,No
22564.png,118,142,No
22565.png,77,88,No
22565.png,128,89,No
22565.png,118,170,No
22566.png,126,88,No
22566.png,83,86,No
22566.png,121,76,No
22567.png,78,89,No
22567.png,126,91,No
22567.png,182,123,No
22568.png,127,90,No
22568.png,80,139,No
22568.png,76,91,No
22568.png,119,137,No
22569.png,79,87,No
22570.png,75,89,No
22570.png,125,88,No
22570.png,94,135,No
22571.png,126,88,No
22571.png,77,87,No
22571.png,95,158,No
22572.png,128,91,No
22572.png,78,91,No
22572.png,82,140,No
22573.png,126,88,No
22573.png,75,89,No
22574.png,125,87,No
22574.png,79,87,No
22574.png,105,139,No
22575.png,124,92,No
22575.png,86,149,No
22575.png,79,89,No
22576.png,127,91,No
22576.png,76,93,No
22576.png,117,135,No
22576.png,82,134,No
22577.png,127,89,No
22577.png,102,143,No
22578.png,113,115,No
22578.png,77,89,No
22578.png,128,90,No
22578.png,100,148,No
22578.png,104,133,No
22579.png,96,122,No
22579.png,125,90,No
22579.png,76,90,No
22579.png,84,140,No
22580.png,84,136,No
22581.png,125,91,No
22581.png,75,89,No
22581.png,125,80,No
22582.png,122,90,No
22582.png,70,91,No
22582.png,108,143,No
22583.png,71,87,No
22584.png,123,89,No
22584.png,78,88,No
22585.png,126,89,No
22585.png,94,144,No
22586.png,129,89,No
22586.png,78,87,No
22587.png,124,89,No
22587.png,107,141,No
22588.png,123,88,No
22589.png,78,90,No
22589.png,127,89,No
22589.png,84,136,No
22590.png,77,86,No
22590.png,128,87,No
22590.png,101,138,No
22591.png,121,87,No
22591.png,95,136,No
22592.png,78,89,No
22592.png,127,90,No
22593.png,122,91,No
22593.png,86,81,No
22594.png,95,120,No
22594.png,128,88,No
22594.png,80,89,No
22594.png,115,137,No
22595.png,78,89,No
22595.png,124,86,No
22596.png,75,89,No
22596.png,124,87,No
22597.png,124,87,No
22597.png,74,88,No
22597.png,99,143,No
22598.png,123,90,No
22598.png,82,84,No
22598.png,126,82,No
22599.png,78,88,No
22599.png,127,90,No
22600.png,127,89,No
22600.png,76,88,No
22600.png,70,74,No
22600.png,104,137,No
22600.png,77,72,No
22601.png,125,88,No
22601.png,75,90,No
22601.png,110,133,No
22601.png,104,132,No
22602.png,76,88,No
22602.png,127,89,No
22602.png,117,139,No
22603.png,125,89,No
22603.png,76,89,No
22604.png,127,89,No
22604.png,75,90,No
22604.png,95,138,No
22605.png,129,90,No
22605.png,75,89,No
22606.png,102,117,No
22606.png,126,88,No
22606.png,76,91,No
22606.png,110,134,No
22607.png,121,91,No
22608.png,76,88,No
22608.png,126,89,No
22608.png,82,146,No
22609.png,81,90,No
22609.png,122,88,No
22609.png,101,144,No
22610.png,129,91,No
22610.png,77,90,No
22611.png,127,90,No
22611.png,75,90,No
22612.png,127,89,No
22612.png,76,89,No
22612.png,102,141,No
22613.png,126,89,No
22613.png,75,88,No
22613.png,107,143,No
22615.png,78,90,No
22615.png,127,88,No
22615.png,68,75,No
22616.png,86,91,No
22616.png,78,91,No
22616.png,127,88,No
22616.png,111,33,No
22617.png,128,90,No
22617.png,76,87,No
22618.png,128,88,No
22618.png,76,89,No
22618.png,118,139,No
22619.png,126,90,No
22619.png,84,138,No
22619.png,117,137,No
22619.png,77,89,No
22620.png,127,90,No
22621.png,125,91,No
22621.png,80,90,No
22621.png,100,155,No
22621.png,105,140,No
22622.png,89,140,No
22622.png,127,88,No
22623.png,125,89,No
